December 2018 - November 2019 Contiguous U.S. County Precipitation
Units: Inches
Missing: -99,Rank out of 125 Years
"Location ID","Location","Value","Rank","Anomaly (1901-2000 base period)","1901-2000 Mean"
MT-035,"Glacier County",22.78,44,-2.61,25.39
MT-037,"Golden Valley County",19.69,123,5.63,14.06
MT-039,"Granite County",22.85,45,-1.66,24.51
MT-041,"Hill County",12.38,75,0.45,11.93
MT-043,"Jefferson County",19.69,84,1.22,18.47
MT-045,"Judith Basin County",22.35,90,2.57,19.78
MT-047,"Lake County",24.28,55,-0.66,24.94
MT-049,"Lewis and Clark County",27.93,108,5.0,22.93
MT-051,"Liberty County",12.93,80,1.26,11.67
MT-053,"Lincoln County",27.05,19,-6.29,33.34
MT-055,"McCone County",19.77,123,6.98,12.79
MT-057,"Madison County",23.2,64,0.11,23.09
MT-059,"Meagher County",21.29,60,-0.68,21.97
MT-061,"Mineral County",33.74,29,-4.51,38.25
MT-063,"Missoula County",29.06,49,-0.74,29.8
MT-065,"Musselshell County",19.59,122,6.01,13.58
MT-067,"Park County",29.13,100,2.92,26.21
MT-069,"Petroleum County",18.21,117,5.17,13.04
MT-071,"Phillips County",18.06,121,5.45,12.61
MT-073,"Pondera County",19.26,97,2.65,16.61
MT-075,"Powder River County",23.51,125,8.91,14.6
MT-077,"Powell County",28.38,84,1.7,26.68
MT-079,"Prairie County",18.4,123,5.64,12.76
MT-081,"Ravalli County",25.95,33,-3.58,29.53
MT-083,"Richland County",19.08,118,5.42,13.66
MT-085,"Roosevelt County",18.6,122,5.63,12.97
MT-087,"Rosebud County",21.53,125,7.89,13.64
MT-089,"Sanders County",28.13,26,-3.69,31.82
MT-091,"Sheridan County",20.01,120,6.2,13.81
MT-093,"Silver Bow County",19.64,84,0.98,18.66
MT-095,"Stillwater County",26.07,125,8.18,17.89
MT-097,"Sweet Grass County",25.1,123,6.37,18.73
MT-099,"Teton County",21.74,102,3.89,17.85
MT-101,"Toole County",13.71,86,1.29,12.42
MT-103,"Treasure County",21.17,122,7.64,13.53
MT-105,"Valley County",17.56,120,5.03,12.53
MT-107,"Wheatland County",21.06,122,5.1,15.96
MT-109,"Wibaux County",23.2,125,8.9,14.3
MT-111,"Yellowstone County",19.45,122,5.93,13.52
NE-001,"Adams County",37.41,122,12.28,25.13
NE-003,"Antelope County",31.45,114,6.76,24.69
NE-005,"Arthur County",23.29,111,4.66,18.63
NE-007,"Banner County",22.35,117,5.16,17.19
NE-009,"Blaine County",37.49,124,15.03,22.46
NE-011,"Boone County",33.82,121,8.4,25.42
NE-013,"Box Butte County",21.37,113,4.5,16.87
NE-015,"Boyd County",34.69,124,11.93,22.76
NE-017,"Brown County",35.65,124,12.99,22.66
NE-019,"Buffalo County",40.0,125,15.81,24.19
NE-021,"Burt County",35.42,108,6.87,28.55
NE-023,"Butler County",36.42,113,8.41,28.01
NE-025,"Cass County",42.48,119,12.2,30.28
NE-027,"Cedar County",33.66,110,7.6,26.06
NE-029,"Chase County",19.83,81,0.92,18.91
NE-031,"Cherry County",32.57,124,12.46,20.11
NE-033,"Cheyenne County",22.84,117,5.17,17.67
NE-035,"Clay County",37.64,121,11.34,26.3
NE-037,"Colfax County",32.76,101,5.18,27.58
NE-039,"Cuming County",32.41,98,4.63,27.78
NE-041,"Custer County",36.41,125,13.57,22.84
NE-043,"Dakota County",33.1,110,6.69,26.41
NE-045,"Dawes County",21.87,110,3.86,18.01
NE-047,"Dawson County",32.68,119,10.31,22.37
NE-049,"Deuel County",24.15,120,5.87,18.28
NE-051,"Dixon County",31.85,99,5.42,26.43
NE-053,"Dodge County",37.3,115,8.53,28.77
NE-055,"Douglas County",41.19,121,11.62,29.57
NE-057,"Dundy County",17.73,56,-0.96,18.69
NE-059,"Fillmore County",40.54,121,12.84,27.7
NE-061,"Franklin County",35.22,122,11.17,24.05
NE-063,"Frontier County",30.2,120,8.96,21.24
NE-065,"Furnas County",30.36,118,8.5,21.86
NE-067,"Gage County",44.55,122,14.54,30.01
NE-069,"Garden County",23.93,121,6.26,17.67
NE-071,"Garfield County",39.18,125,16.62,22.56
NE-073,"Gosper County",32.4,121,10.27,22.13
NE-075,"Grant County",25.22,117,6.04,19.18
NE-077,"Greeley County",38.38,124,14.24,24.14
NE-079,"Hall County",40.46,125,15.66,24.8
NE-081,"Hamilton County",40.11,124,14.2,25.91
NE-083,"Harlan County",33.1,119,10.23,22.87
NE-085,"Hayes County",25.71,114,5.22,20.49
NE-087,"Hitchcock County",23.03,95,2.85,20.18
NE-089,"Holt County",36.59,125,13.64,22.95
NE-091,"Hooker County",30.28,123,9.93,20.35
NE-093,"Howard County",40.98,125,16.48,24.5
NE-095,"Jefferson County",43.99,124,15.26,28.73
NE-097,"Johnson County",43.87,121,12.32,31.55
NE-099,"Kearney County",36.89,122,12.53,24.36
NE-101,"Keith County",23.53,112,5.05,18.48
NE-103,"Keya Paha County",34.33,123,12.66,21.67
NE-105,"Kimball County",21.94,118,5.31,16.63
NE-107,"Knox County",33.75,119,9.14,24.61
NE-109,"Lancaster County",41.54,122,12.46,29.08
NE-111,"Lincoln County",29.79,122,9.17,20.62
NE-113,"Logan County",35.18,125,13.88,21.3
NE-115,"Loup County",37.91,125,15.37,22.54
NE-117,"McPherson County",28.87,124,8.95,19.92
NE-119,"Madison County",31.64,105,5.34,26.3
NE-121,"Merrick County",39.3,122,13.61,25.69
NE-123,"Morrill County",22.56,122,6.26,16.3
NE-125,"Nance County",34.61,117,8.9,25.71
NE-127,"Nemaha County",42.58,118,9.42,33.16
NE-129,"Nuckolls County",39.66,121,13.13,26.53
NE-131,"Otoe County",42.59,119,11.49,31.1
NE-133,"Pawnee County",44.87,120,12.76,32.11
NE-135,"Perkins County",23.02,105,4.2,18.82
NE-137,"Phelps County",33.96,120,10.86,23.1
NE-139,"Pierce County",32.51,113,6.51,26
NE-141,"Platte County",32.03,107,5.59,26.44
NE-143,"Polk County",36.7,118,9.82,26.88
NE-145,"Red Willow County",25.08,104,4.52,20.56
NE-147,"Richardson County",43.79,118,10.1,33.69
NE-149,"Rock County",36.94,124,14.22,22.72
NE-151,"Saline County",43.79,125,15.28,28.51
NE-153,"Sarpy County",42.25,122,12.48,29.77
NE-155,"Saunders County",40.18,118,11.03,29.15
NE-157,"Scotts Bluff County",18.81,108,3.39,15.42
NE-159,"Seward County",39.81,122,11.38,28.43
NE-161,"Sheridan County",24.38,122,6.31,18.07
NE-163,"Sherman County",39.52,125,15.81,23.71
NE-165,"Sioux County",20.22,111,3.8,16.42
NE-167,"Stanton County",31.39,97,4.47,26.92
NE-169,"Thayer County",42.48,124,14.99,27.49
NE-171,"Thomas County",36.11,125,14.89,21.22
NE-173,"Thurston County",33.28,103,5.92,27.36
NE-175,"Valley County",39.26,125,15.83,23.43
NE-177,"Washington County",39.66,120,10.5,29.16
NE-179,"Wayne County",31.98,102,5.47,26.51
NE-181,"Webster County",37.5,121,12.05,25.45
NE-183,"Wheeler County",37.05,124,13.42,23.63
NE-185,"York County",39.38,121,11.92,27.46
NV-001,"Churchill County",8.22,105,1.55,6.67
NV-003,"Clark County",10.95,114,3.44,7.51
NV-005,"Douglas County",19.16,95,3.17,15.99
NV-007,"Elko County",17.91,115,3.88,14.03
NV-009,"Esmeralda County",6.76,104,1.39,5.37
NV-011,"Eureka County",15.44,118,4.12,11.32
NV-013,"Humboldt County",13.93,108,2.49,11.44
NV-015,"Lander County",13.11,108,2.78,10.33
NV-017,"Lincoln County",14.71,118,4.21,10.5
NV-019,"Lyon County",9.61,94,1.37,8.24
NV-021,"Mineral County",6.98,80,0.41,6.57
NV-023,"Nye County",9.98,99,1.71,8.27
NV-027,"Pershing County",12.41,118,3.78,8.63
NV-029,"Storey County",14.48,91,2.03,12.45
NV-031,"Washoe County",16.01,107,3.57,12.44
NV-033,"White Pine County",17.0,113,4.19,12.81
NV-510,"Carson City",17.48,89,2.35,15.13
NH-001,"Belknap County",46.07,90,3.84,42.23
NH-003,"Carroll County",55.19,113,8.48,46.71
NH-005,"Cheshire County",45.89,84,3.48,42.41
NH-007,"Coos County",52.01,117,8.18,43.83
NH-009,"Grafton County",51.61,113,7.93,43.68
NH-011,"Hillsborough County",45.45,76,2.12,43.33
NH-013,"Merrimack County",44.52,76,2.44,42.08
NH-015,"Rockingham County",43.74,70,1.48,42.26
NH-017,"Strafford County",43.36,55,-0.65,44.01
NH-019,"Sullivan County",45.13,92,3.83,41.3
NJ-001,"Atlantic County",46.05,79,2.21,43.84
NJ-003,"Bergen County",54.91,108,8.39,46.52
NJ-005,"Burlington County",51.32,108,7.17,44.15
NJ-007,"Camden County",50.82,107,7.03,43.79
NJ-009,"Cape May County",45.08,79,2.19,42.89
NJ-011,"Cumberland County",43.38,67,0.49,42.89
NJ-013,"Essex County",58.05,114,10.62,47.43
NJ-015,"Gloucester County",48.42,95,4.85,43.57
NJ-017,"Hudson County",55.57,114,10.29,45.28
NJ-019,"Hunterdon County",55.82,113,9.82,46
NJ-021,"Mercer County",52.46,109,7.82,44.64
NJ-023,"Middlesex County",53.58,110,8.29,45.29
NJ-025,"Monmouth County",52.2,106,7.25,44.95
NJ-027,"Morris County",60.42,116,11.84,48.58
NJ-029,"Ocean County",50.18,99,5.73,44.45
NJ-031,"Passaic County",56.62,109,9.06,47.56
NJ-033,"Salem County",44.93,79,2.26,42.67
NJ-035,"Somerset County",55.41,112,8.92,46.49
NJ-037,"Sussex County",55.7,115,10.5,45.2
NJ-039,"Union County",56.81,116,10.29,46.52
NJ-041,"Warren County",61.01,120,14.88,46.13
NM-001,"Bernalillo County",11.22,58,-0.78,12
NM-003,"Catron County",15.28,64,-0.58,15.86
NM-005,"Chaves County",13.52,62,-0.36,13.88
NM-006,"Cibola County",11.59,46,-1.49,13.08
NM-007,"Colfax County",16.73,58,-0.21,16.94
NM-009,"Curry County",20.08,94,3.16,16.92
NM-011,"De Baca County",12.26,47,-1.87,14.13
NM-013,"Dona Ana County",9.57,64,-0.09,9.66
NM-015,"Eddy County",11.5,44,-1.71,13.21
NM-017,"Grant County",16.91,87,1.43,15.48
NM-019,"Guadalupe County",13.72,63,-0.55,14.27
NM-021,"Harding County",14.83,54,-0.95,15.78
NM-023,"Hidalgo County",14.06,91,1.47,12.59
NM-025,"Lea County",12.79,39,-2.19,14.98
NM-027,"Lincoln County",14.39,62,-0.2,14.59
NM-028,"Los Alamos County",18.97,76,0.4,18.57
NM-029,"Luna County",11.39,85,1.0,10.39
NM-031,"McKinley County",10.17,36,-1.83,12
NM-033,"Mora County",18.66,72,0.38,18.28
NM-035,"Otero County",12.84,58,-0.19,13.03
NM-037,"Quay County",15.39,63,-0.94,16.33
NM-039,"Rio Arriba County",17.82,88,1.21,16.61
NM-041,"Roosevelt County",17.72,81,1.49,16.23
NM-043,"Sandoval County",11.7,41,-1.69,13.39
NM-045,"San Juan County",8.9,63,-0.61,9.51
NM-047,"San Miguel County",15.74,56,-0.73,16.47
NM-049,"Santa Fe County",15.48,85,0.76,14.72
NM-051,"Sierra County",11.03,52,-0.73,11.76
NM-053,"Socorro County",10.88,53,-0.74,11.62
NM-055,"Taos County",17.75,67,-0.05,17.8
NM-057,"Torrance County",14.26,66,-0.18,14.44
NM-059,"Union County",14.31,42,-2.03,16.34
NM-061,"Valencia County",9.49,53,-0.83,10.32
NY-001,"Albany County",43.01,99,5.73,37.28
NY-003,"Allegany County",41.34,100,4.37,36.97
NY-005,"Bronx County",52.36,106,7.31,45.05
NY-007,"Broome County",46.09,108,7.23,38.86
NY-009,"Cattaraugus County",47.37,102,4.8,42.57
NY-011,"Cayuga County",45.12,114,8.16,36.96
NY-013,"Chautauqua County",47.36,99,4.77,42.59
NY-015,"Chemung County",40.58,107,5.92,34.66
NY-017,"Chenango County",47.9,106,6.92,40.98
NY-019,"Clinton County",41.03,111,6.59,34.44
NY-021,"Columbia County",43.77,84,3.29,40.48
NY-023,"Cortland County",46.76,107,5.72,41.04
NY-025,"Delaware County",49.72,110,7.14,42.58
NY-027,"Dutchess County",44.22,71,0.66,43.56
NY-029,"Erie County",42.98,102,4.74,38.24
NY-031,"Essex County",55.25,124,14.34,40.91
NY-033,"Franklin County",47.7,119,8.73,38.97
NY-035,"Fulton County",57.03,122,11.47,45.56
NY-037,"Genesee County",38.62,111,4.66,33.96
NY-039,"Greene County",44.14,72,1.34,42.8
NY-041,"Hamilton County",62.04,124,15.25,46.79
NY-043,"Herkimer County",59.01,123,12.17,46.84
NY-045,"Jefferson County",49.68,119,10.93,38.75
NY-047,"Kings County",54.53,115,10.09,44.44
NY-049,"Lewis County",55.08,119,9.81,45.27
NY-051,"Livingston County",36.31,102,3.94,32.37
NY-053,"Madison County",48.42,112,8.07,40.35
NY-055,"Monroe County",35.29,100,3.41,31.88
NY-057,"Montgomery County",46.33,113,7.81,38.52
NY-059,"Nassau County",49.45,97,4.9,44.55
NY-061,"New York County",53.96,113,9.09,44.87
NY-063,"Niagara County",38.37,115,6.12,32.25
NY-065,"Oneida County",57.05,122,12.0,45.05
NY-067,"Onondaga County",47.81,118,9.35,38.46
NY-069,"Ontario County",36.86,100,4.51,32.35
NY-071,"Orange County",49.57,95,5.95,43.62
NY-073,"Orleans County",36.2,100,3.76,32.44
NY-075,"Oswego County",51.62,117,9.58,42.04
NY-077,"Otsego County",48.93,110,7.55,41.38
NY-079,"Putnam County",48.16,75,1.46,46.7
NY-081,"Queens County",52.8,110,8.54,44.26
NY-083,"Rensselaer County",46.19,103,6.96,39.23
NY-085,"Richmond County",56.92,118,11.35,45.57
NY-087,"Rockland County",51.95,92,5.25,46.7
NY-089,"St. Lawrence County",43.34,110,4.94,38.4
NY-091,"Saratoga County",51.76,122,10.77,40.99
NY-093,"Schenectady County",44.8,113,7.71,37.09
NY-095,"Schoharie County",42.38,91,3.75,38.63
NY-097,"Schuyler County",37.85,96,4.15,33.7
NY-099,"Seneca County",38.69,107,5.3,33.39
NY-101,"Steuben County",39.39,109,5.09,34.3
NY-103,"Suffolk County",49.56,102,5.08,44.48
NY-105,"Sullivan County",52.07,100,6.49,45.58
NY-107,"Tioga County",43.7,109,6.78,36.92
NY-109,"Tompkins County",42.04,104,5.46,36.58
NY-111,"Ulster County",50.45,85,3.22,47.23
NY-113,"Warren County",53.99,122,12.06,41.93
NY-115,"Washington County",46.3,117,8.46,37.84
NY-117,"Wayne County",37.24,100,3.13,34.11
NY-119,"Westchester County",50.45,88,3.45,47
NY-121,"Wyoming County",40.62,88,3.57,37.05
NY-123,"Yates County",33.65,77,1.57,32.08
NC-001,"Alamance County",48.5,92,3.39,45.11
NC-003,"Alexander County",55.04,106,7.8,47.24
NC-005,"Alleghany County",62.61,115,11.73,50.88
NC-007,"Anson County",44.34,58,-1.41,45.75
NC-009,"Ashe County",61.75,116,10.94,50.81
NC-011,"Avery County",59.71,89,4.93,54.78
NC-013,"Beaufort County",49.43,47,-2.26,51.69
NC-015,"Bertie County",52.61,86,3.77,48.84
NC-017,"Bladen County",47.85,61,-0.25,48.1
NC-019,"Brunswick County",55.94,86,3.95,51.99
NC-021,"Buncombe County",58.45,113,10.43,48.02
NC-023,"Burke County",60.56,110,10.06,50.5
NC-025,"Cabarrus County",49.45,92,3.3,46.15
NC-027,"Caldwell County",61.66,113,10.17,51.49
NC-029,"Camden County",54.24,101,6.21,48.03
NC-031,"Carteret County",56.03,68,0.71,55.32
NC-033,"Caswell County",48.67,102,5.17,43.5
NC-035,"Catawba County",53.38,96,5.67,47.71
NC-037,"Chatham County",47.83,76,1.66,46.17
NC-039,"Cherokee County",71.05,111,11.49,59.56
NC-041,"Chowan County",53.81,90,4.22,49.59
NC-043,"Clay County",76.02,117,14.67,61.35
NC-045,"Cleveland County",48.07,59,-1.18,49.25
NC-047,"Columbus County",50.84,75,1.3,49.54
NC-049,"Craven County",50.21,44,-2.89,53.1
NC-051,"Cumberland County",47.55,70,0.51,47.04
NC-053,"Currituck County",53.46,98,5.87,47.59
NC-055,"Dare County",49.29,57,-1.76,51.05
NC-057,"Davidson County",51.41,102,5.63,45.78
NC-059,"Davie County",48.86,87,3.43,45.43
NC-061,"Duplin County",53.93,86,3.4,50.53
NC-063,"Durham County",47.73,84,3.23,44.5
NC-065,"Edgecombe County",47.89,69,0.56,47.33
NC-067,"Forsyth County",52.75,111,8.08,44.67
NC-069,"Franklin County",49.76,87,3.83,45.93
NC-071,"Gaston County",50.83,89,3.31,47.52
NC-073,"Gates County",52.86,93,4.49,48.37
NC-075,"Graham County",76.93,117,13.38,63.55
NC-077,"Granville County",47.46,84,2.81,44.65
NC-079,"Greene County",51.01,75,2.17,48.84
NC-081,"Guilford County",54.24,118,9.51,44.73
NC-083,"Halifax County",47.4,69,1.51,45.89
NC-085,"Harnett County",49.24,81,2.25,46.99
NC-087,"Haywood County",69.91,118,14.77,55.14
NC-089,"Henderson County",70.01,110,11.62,58.39
NC-091,"Hertford County",52.24,86,3.92,48.32
NC-093,"Hoke County",46.16,60,-0.75,46.91
NC-095,"Hyde County",53.11,75,0.64,52.47
NC-097,"Iredell County",52.16,101,5.38,46.78
NC-099,"Jackson County",79.36,118,16.48,62.88
NC-101,"Johnston County",54.8,107,7.77,47.03
NC-103,"Jones County",49.55,39,-3.13,52.68
NC-105,"Lee County",47.26,76,0.86,46.4
NC-107,"Lenoir County",50.99,70,0.84,50.15
NC-109,"Lincoln County",50.61,86,2.84,47.77
NC-111,"McDowell County",70.35,119,15.32,55.03
NC-113,"Macon County",81.51,121,18.0,63.51
NC-115,"Madison County",58.83,122,13.1,45.73
NC-117,"Martin County",52.44,86,3.47,48.97
NC-119,"Mecklenburg County",49.29,90,3.31,45.98
NC-121,"Mitchell County",60.04,113,9.14,50.9
NC-123,"Montgomery County",48.51,85,1.89,46.62
NC-125,"Moore County",44.98,56,-2.12,47.1
NC-127,"Nash County",49.07,77,2.12,46.95
NC-129,"New Hanover County",53.81,66,0.65,53.16
NC-131,"Northampton County",49.12,81,2.92,46.2
NC-133,"Onslow County",49.16,31,-4.62,53.78
NC-135,"Orange County",48.3,84,3.47,44.83
NC-137,"Pamlico County",52.67,61,-1.31,53.98
NC-139,"Pasquotank County",54.76,101,6.14,48.62
NC-141,"Pender County",53.46,67,1.28,52.18
NC-143,"Perquimans County",54.58,98,5.28,49.3
NC-145,"Person County",46.54,82,2.65,43.89
NC-147,"Pitt County",50.78,77,1.55,49.23
NC-149,"Polk County",66.68,103,9.05,57.63
NC-151,"Randolph County",50.97,99,4.68,46.29
NC-153,"Richmond County",45.83,63,-0.91,46.74
NC-155,"Robeson County",43.78,51,-1.85,45.63
NC-157,"Rockingham County",50.81,109,6.92,43.89
NC-159,"Rowan County",46.65,70,0.03,46.62
NC-161,"Rutherford County",57.22,95,5.81,51.41
NC-163,"Sampson County",53.7,95,5.43,48.27
NC-165,"Scotland County",44.65,54,-1.55,46.2
NC-167,"Stanly County",48.7,87,2.33,46.37
NC-169,"Stokes County",53.4,108,7.52,45.88
NC-171,"Surry County",57.07,112,9.53,47.54
NC-173,"Swain County",78.74,121,15.26,63.48
NC-175,"Transylvania County",83.49,111,13.62,69.87
NC-177,"Tyrrell County",52.72,80,1.76,50.96
NC-179,"Union County",42.31,50,-2.47,44.78
NC-181,"Vance County",47.77,84,3.07,44.7
NC-183,"Wake County",50.06,89,4.24,45.82
NC-185,"Warren County",47.36,83,2.84,44.52
NC-187,"Washington County",53.45,87,2.81,50.64
NC-189,"Watauga County",61.15,105,8.43,52.72
NC-191,"Wayne County",54.37,98,6.04,48.33
NC-193,"Wilkes County",59.42,114,9.7,49.72
NC-195,"Wilson County",51.23,87,3.86,47.37
NC-197,"Yadkin County",51.68,101,6.43,45.25
NC-199,"Yancey County",64.72,118,12.88,51.84
ND-001,"Adams County",21.55,121,5.63,15.92
ND-003,"Barnes County",27.61,123,7.97,19.64
ND-005,"Benson County",21.58,109,4.37,17.21
ND-007,"Billings County",22.15,123,6.74,15.41
ND-009,"Bottineau County",20.95,109,4.6,16.35
ND-011,"Bowman County",22.5,123,7.61,14.89
ND-013,"Burke County",22.0,118,5.64,16.36
ND-015,"Burleigh County",25.44,124,8.81,16.63
ND-017,"Cass County",28.72,124,8.45,20.27
ND-019,"Cavalier County",22.02,96,3.02,19
ND-021,"Dickey County",29.39,123,9.19,20.2
ND-023,"Divide County",20.54,117,5.47,15.07
ND-025,"Dunn County",22.52,121,6.02,16.5
ND-027,"Eddy County",25.39,123,7.4,17.99
ND-029,"Emmons County",27.08,125,9.98,17.1
ND-031,"Foster County",25.78,123,7.41,18.37
ND-033,"Golden Valley County",23.86,125,9.01,14.85
ND-035,"Grand Forks County",28.38,125,9.02,19.36
ND-037,"Grant County",25.45,123,8.72,16.73
ND-039,"Griggs County",28.17,125,9.26,18.91
ND-041,"Hettinger County",24.03,122,7.61,16.42
ND-043,"Kidder County",27.69,125,10.48,17.21
ND-045,"LaMoure County",29.26,124,9.58,19.68
ND-047,"Logan County",29.22,125,11.27,17.95
ND-049,"McHenry County",21.68,114,5.33,16.35
ND-051,"McIntosh County",29.53,125,11.35,18.18
ND-053,"McKenzie County",20.78,117,5.55,15.23
ND-055,"McLean County",21.77,118,5.44,16.33
ND-057,"Mercer County",21.49,115,5.25,16.24
ND-059,"Morton County",24.43,122,7.84,16.59
ND-061,"Mountrail County",22.98,121,6.98,16
ND-063,"Nelson County",26.71,125,8.06,18.65
ND-065,"Oliver County",21.35,114,4.57,16.78
ND-067,"Pembina County",22.88,100,3.54,19.34
ND-069,"Pierce County",20.07,101,3.37,16.7
ND-071,"Ramsey County",22.88,114,5.41,17.47
ND-073,"Ransom County",28.29,121,7.81,20.48
ND-075,"Renville County",21.13,115,4.98,16.15
ND-077,"Richland County",29.77,122,8.59,21.18
ND-079,"Rolette County",18.94,84,1.31,17.63
ND-081,"Sargent County",31.02,123,10.45,20.57
ND-083,"Sheridan County",26.04,125,8.69,17.35
ND-085,"Sioux County",27.36,125,10.51,16.85
ND-087,"Slope County",22.87,122,7.46,15.41
ND-089,"Stark County",22.62,120,6.12,16.5
ND-091,"Steele County",29.39,125,10.12,19.27
ND-093,"Stutsman County",26.55,124,8.06,18.49
ND-095,"Towner County",18.72,79,0.86,17.86
ND-097,"Traill County",30.55,125,10.63,19.92
ND-099,"Walsh County",24.62,120,5.95,18.67
ND-101,"Ward County",21.6,116,5.13,16.47
ND-103,"Wells County",24.19,121,6.3,17.89
ND-105,"Williams County",20.04,116,5.25,14.79
OH-001,"Adams County",55.09,120,12.16,42.93
OH-003,"Allen County",47.31,122,12.1,35.21
OH-005,"Ashland County",45.24,116,8.12,37.12
OH-007,"Ashtabula County",47.31,118,7.7,39.61
OH-009,"Athens County",50.33,116,10.18,40.15
OH-011,"Auglaize County",47.22,121,11.19,36.03
OH-013,"Belmont County",49.16,112,8.32,40.84
OH-015,"Brown County",54.56,119,11.13,43.43
OH-017,"Butler County",48.54,110,7.96,40.58
OH-019,"Carroll County",51.17,122,12.37,38.8
OH-021,"Champaign County",47.67,120,9.74,37.93
OH-023,"Clark County",46.28,114,7.6,38.68
OH-025,"Clermont County",55.54,121,12.73,42.81
OH-027,"Clinton County",52.98,118,10.78,42.2
OH-029,"Columbiana County",53.82,124,15.89,37.93
OH-031,"Coshocton County",48.87,121,10.03,38.84
OH-033,"Crawford County",42.66,102,5.19,37.47
OH-035,"Cuyahoga County",39.86,92,4.0,35.86
OH-037,"Darke County",44.85,110,6.97,37.88
OH-039,"Defiance County",43.9,121,10.15,33.75
OH-041,"Delaware County",43.7,105,5.73,37.97
OH-043,"Erie County",37.94,89,3.42,34.52
OH-045,"Fairfield County",50.17,120,10.42,39.75
OH-047,"Fayette County",49.6,120,10.15,39.45
OH-049,"Franklin County",43.97,101,5.64,38.33
OH-051,"Fulton County",42.99,122,9.6,33.39
OH-053,"Gallia County",46.55,111,5.33,41.22
OH-055,"Geauga County",45.6,113,6.97,38.63
OH-057,"Greene County",44.76,99,5.07,39.69
OH-059,"Guernsey County",47.92,117,8.54,39.38
OH-061,"Hamilton County",52.77,121,11.91,40.86
OH-063,"Hancock County",42.22,115,7.37,34.85
OH-065,"Hardin County",43.2,115,7.74,35.46
OH-067,"Harrison County",49.51,120,10.04,39.47
OH-069,"Henry County",43.65,122,9.85,33.8
OH-071,"Highland County",56.22,124,13.71,42.51
OH-073,"Hocking County",49.55,118,9.22,40.33
OH-075,"Holmes County",49.99,122,11.8,38.19
OH-077,"Huron County",40.44,99,4.4,36.04
OH-079,"Jackson County",48.81,112,7.61,41.2
OH-081,"Jefferson County",49.05,121,10.22,38.83
OH-083,"Knox County",45.54,108,6.14,39.4
OH-085,"Lake County",41.9,95,4.39,37.51
OH-087,"Lawrence County",47.85,111,5.89,41.96
OH-089,"Licking County",46.41,112,6.69,39.72
OH-091,"Logan County",46.19,120,9.63,36.56
OH-093,"Lorain County",38.7,91,3.97,34.73
OH-095,"Lucas County",37.66,108,5.29,32.37
OH-097,"Madison County",42.58,97,4.66,37.92
OH-099,"Mahoning County",46.88,121,9.7,37.18
OH-101,"Marion County",41.25,100,4.77,36.48
OH-103,"Medina County",39.92,90,3.82,36.1
OH-105,"Meigs County",49.4,115,8.8,40.6
OH-107,"Mercer County",45.12,117,8.61,36.51
OH-109,"Miami County",43.91,104,6.23,37.68
OH-111,"Monroe County",51.83,115,9.5,42.33
OH-113,"Montgomery County",43.83,99,4.91,38.92
OH-115,"Morgan County",50.72,118,10.99,39.73
OH-117,"Morrow County",44.57,105,5.44,39.13
OH-119,"Muskingum County",48.51,117,9.41,39.1
OH-121,"Noble County",49.14,113,8.57,40.57
OH-123,"Ottawa County",34.23,72,1.37,32.86
OH-125,"Paulding County",43.12,120,8.86,34.26
OH-127,"Perry County",50.41,117,10.96,39.45
OH-129,"Pickaway County",51.68,121,12.43,39.25
OH-131,"Pike County",52.72,121,11.81,40.91
OH-133,"Portage County",46.24,121,9.15,37.09
OH-135,"Preble County",46.4,107,6.86,39.54
OH-137,"Putnam County",43.86,120,9.55,34.31
OH-139,"Richland County",45.48,113,7.4,38.08
OH-141,"Ross County",52.14,122,11.95,40.19
OH-143,"Sandusky County",37.94,100,4.17,33.77
OH-145,"Scioto County",49.41,112,7.62,41.79
OH-147,"Seneca County",40.9,107,5.43,35.47
OH-149,"Shelby County",44.49,110,7.44,37.05
OH-151,"Stark County",44.82,118,7.44,37.38
OH-153,"Summit County",40.6,99,4.42,36.18
OH-155,"Trumbull County",48.96,122,11.22,37.74
OH-157,"Tuscarawas County",48.84,122,10.32,38.52
OH-159,"Union County",43.46,113,7.11,36.35
OH-161,"Van Wert County",44.6,118,9.46,35.14
OH-163,"Vinton County",49.89,119,9.21,40.68
OH-165,"Warren County",50.3,113,8.76,41.54
OH-167,"Washington County",49.43,113,8.6,40.83
OH-169,"Wayne County",45.99,119,9.48,36.51
OH-171,"Williams County",43.59,122,9.61,33.98
OH-173,"Wood County",39.27,110,5.89,33.38
OH-175,"Wyandot County",41.48,109,5.9,35.58
OK-001,"Adair County",73.33,124,28.18,45.15
OK-003,"Alfalfa County",42.32,124,14.84,27.48
OK-005,"Atoka County",58.76,119,15.41,43.35
OK-007,"Beaver County",26.72,113,6.26,20.46
OK-009,"Beckham County",32.41,114,7.85,24.56
OK-011,"Blaine County",38.74,119,10.27,28.47
OK-013,"Bryan County",55.91,120,15.11,40.8
OK-015,"Caddo County",38.13,107,7.79,30.34
OK-017,"Canadian County",46.72,123,16.0,30.72
OK-019,"Carter County",45.6,112,9.0,36.6
OK-021,"Cherokee County",69.52,124,25.93,43.59
OK-023,"Choctaw County",63.17,120,17.85,45.32
OK-025,"Cimarron County",15.21,50,-1.33,16.54
OK-027,"Cleveland County",48.13,117,13.34,34.79
OK-029,"Coal County",55.92,114,14.47,41.45
OK-031,"Comanche County",33.62,91,3.63,29.99
