January - December 2019 Contiguous U.S. County Average Temperature
Units: Degrees Fahrenheit
Missing: -99,Rank out of 126 Years
"Location ID","Location","Value","Rank","Anomaly (1901-2000 base period)","1901-2000 Mean"
MT-043,"Jefferson County",39.4,48,-0.3,39.7
MT-045,"Judith Basin County",38.9,17,-1.7,40.6
MT-047,"Lake County",42.3,56,0.0,42.3
MT-049,"Lewis and Clark County",38.7,26,-0.9,39.6
MT-051,"Liberty County",38.2,17,-2.2,40.4
MT-053,"Lincoln County",41.1,80,0.8,40.3
MT-055,"McCone County",40.3,32,-1.3,41.6
MT-057,"Madison County",38.2,43,-0.4,38.6
MT-059,"Meagher County",38.2,46,-0.4,38.6
MT-061,"Mineral County",41.3,71,0.1,41.2
MT-063,"Missoula County",40.1,51,-0.2,40.3
MT-065,"Musselshell County",42.2,9,-2.5,44.7
MT-067,"Park County",37.5,45,-0.2,37.7
MT-069,"Petroleum County",42.6,17,-2.2,44.8
MT-071,"Phillips County",39.8,21,-2.1,41.9
MT-073,"Pondera County",38.9,23,-1.4,40.3
MT-075,"Powder River County",42.6,20,-1.7,44.3
MT-077,"Powell County",38.2,55,-0.1,38.3
MT-079,"Prairie County",41.2,28,-1.8,43
MT-081,"Ravalli County",39.2,55,-0.1,39.3
MT-083,"Richland County",39.9,30,-1.3,41.2
MT-085,"Roosevelt County",38.7,30,-1.3,40
MT-087,"Rosebud County",42.0,19,-2.0,44
MT-089,"Sanders County",41.6,42,-0.4,42
MT-091,"Sheridan County",37.6,35,-1.1,38.7
MT-093,"Silver Bow County",38.4,61,0.1,38.3
MT-095,"Stillwater County",40.0,5,-2.6,42.6
MT-097,"Sweet Grass County",39.9,17,-1.7,41.6
MT-099,"Teton County",39.0,23,-1.3,40.3
MT-101,"Toole County",39.0,23,-1.7,40.7
MT-103,"Treasure County",42.7,20,-2.0,44.7
MT-105,"Valley County",38.4,26,-1.7,40.1
MT-107,"Wheatland County",40.1,15,-1.7,41.8
MT-109,"Wibaux County",40.0,20,-2.3,42.3
MT-111,"Yellowstone County",43.0,11,-2.3,45.3
NE-001,"Adams County",49.7,47,-0.4,50.1
NE-003,"Antelope County",46.4,23,-1.4,47.8
NE-005,"Arthur County",46.6,32,-0.8,47.4
NE-007,"Banner County",46.0,34,-0.6,46.6
NE-009,"Blaine County",46.6,15,-1.6,48.2
NE-011,"Boone County",47.4,42,-0.6,48
NE-013,"Box Butte County",44.9,22,-1.2,46.1
NE-015,"Boyd County",46.1,19,-1.7,47.8
NE-017,"Brown County",46.4,25,-1.2,47.6
NE-019,"Buffalo County",48.6,39,-0.7,49.3
NE-021,"Burt County",48.0,45,-0.5,48.5
NE-023,"Butler County",48.9,43,-0.5,49.4
NE-025,"Cass County",50.0,45,-0.6,50.6
NE-027,"Cedar County",45.9,24,-1.3,47.2
NE-029,"Chase County",49.4,45,-0.4,49.8
NE-031,"Cherry County",45.4,23,-1.2,46.6
NE-033,"Cheyenne County",47.0,34,-0.6,47.6
NE-035,"Clay County",50.0,54,-0.3,50.3
NE-037,"Colfax County",48.3,45,-0.4,48.7
NE-039,"Cuming County",47.3,35,-0.9,48.2
NE-041,"Custer County",47.1,24,-1.0,48.1
NE-043,"Dakota County",46.7,29,-1.0,47.7
NE-045,"Dawes County",45.1,17,-1.5,46.6
NE-047,"Dawson County",48.4,24,-1.1,49.5
NE-049,"Deuel County",47.5,20,-1.2,48.7
NE-051,"Dixon County",46.0,22,-1.5,47.5
NE-053,"Dodge County",48.6,46,-0.4,49
NE-055,"Douglas County",49.9,60,0.0,49.9
NE-057,"Dundy County",50.2,47,-0.4,50.6
NE-059,"Fillmore County",50.0,41,-0.6,50.6
NE-061,"Franklin County",50.6,50,-0.4,51
NE-063,"Frontier County",49.5,40,-0.6,50.1
NE-065,"Furnas County",50.2,31,-0.9,51.1
NE-067,"Gage County",50.5,36,-0.8,51.3
NE-069,"Garden County",46.3,27,-0.9,47.2
NE-071,"Garfield County",46.5,31,-0.8,47.3
NE-073,"Gosper County",49.1,24,-1.1,50.2
NE-075,"Grant County",45.3,24,-1.1,46.4
NE-077,"Greeley County",47.4,40,-0.7,48.1
NE-079,"Hall County",49.2,46,-0.4,49.6
NE-081,"Hamilton County",49.6,51,-0.3,49.9
NE-083,"Harlan County",50.5,39,-0.7,51.2
NE-085,"Hayes County",49.1,28,-0.8,49.9
NE-087,"Hitchcock County",50.3,33,-0.7,51
NE-089,"Holt County",45.8,19,-1.5,47.3
NE-091,"Hooker County",45.4,10,-1.9,47.3
NE-093,"Howard County",48.7,49,-0.4,49.1
NE-095,"Jefferson County",50.8,47,-0.4,51.2
NE-097,"Johnson County",50.4,35,-0.9,51.3
NE-099,"Kearney County",49.3,41,-0.6,49.9
NE-101,"Keith County",48.0,26,-0.9,48.9
NE-103,"Keya Paha County",45.9,23,-1.3,47.2
NE-105,"Kimball County",45.5,30,-0.7,46.2
NE-107,"Knox County",46.3,24,-1.4,47.7
NE-109,"Lancaster County",50.2,52,-0.4,50.6
NE-111,"Lincoln County",48.0,23,-1.0,49
NE-113,"Logan County",46.6,14,-1.5,48.1
NE-115,"Loup County",46.4,21,-1.1,47.5
NE-117,"McPherson County",46.4,15,-1.3,47.7
NE-119,"Madison County",47.1,33,-1.0,48.1
NE-121,"Merrick County",49.4,54,-0.2,49.6
NE-123,"Morrill County",46.6,32,-0.7,47.3
NE-125,"Nance County",48.6,52,-0.2,48.8
NE-127,"Nemaha County",51.0,43,-0.7,51.7
NE-129,"Nuckolls County",50.8,54,-0.1,50.9
NE-131,"Otoe County",50.2,37,-0.9,51.1
NE-133,"Pawnee County",50.8,34,-0.9,51.7
NE-135,"Perkins County",48.3,27,-0.8,49.1
NE-137,"Phelps County",49.1,33,-1.0,50.1
NE-139,"Pierce County",46.3,24,-1.2,47.5
NE-141,"Platte County",48.3,49,-0.3,48.6
NE-143,"Polk County",49.2,48,-0.3,49.5
NE-145,"Red Willow County",50.6,55,-0.3,50.9
NE-147,"Richardson County",51.8,53,-0.3,52.1
NE-149,"Rock County",45.8,20,-1.3,47.1
NE-151,"Saline County",49.9,35,-0.9,50.8
NE-153,"Sarpy County",50.1,55,-0.2,50.3
NE-155,"Saunders County",49.7,56,-0.1,49.8
NE-157,"Scotts Bluff County",46.8,37,-0.6,47.4
NE-159,"Seward County",49.4,37,-0.8,50.2
NE-161,"Sheridan County",44.7,22,-1.1,45.8
NE-163,"Sherman County",48.3,51,-0.3,48.6
NE-165,"Sioux County",44.0,21,-1.4,45.4
NE-167,"Stanton County",47.2,33,-1.0,48.2
NE-169,"Thayer County",50.9,55,-0.2,51.1
NE-171,"Thomas County",46.4,14,-1.8,48.2
NE-173,"Thurston County",46.9,34,-0.9,47.8
NE-175,"Valley County",47.4,47,-0.5,47.9
NE-177,"Washington County",49.1,49,-0.3,49.4
NE-179,"Wayne County",46.3,26,-1.2,47.5
NE-181,"Webster County",50.5,47,-0.4,50.9
NE-183,"Wheeler County",46.8,35,-0.8,47.6
NE-185,"York County",49.5,38,-0.7,50.2
NV-001,"Churchill County",50.8,71,0.3,50.5
NV-003,"Clark County",63.5,71,0.4,63.1
NV-005,"Douglas County",48.1,76,0.2,47.9
NV-007,"Elko County",44.3,49,0.0,44.3
NV-009,"Esmeralda County",52.7,95,1.7,51
NV-011,"Eureka County",45.4,61,0.2,45.2
NV-013,"Humboldt County",48.5,70,0.4,48.1
NV-015,"Lander County",47.5,71,0.4,47.1
NV-017,"Lincoln County",53.8,50,-0.1,53.9
NV-019,"Lyon County",50.6,86,0.5,50.1
NV-021,"Mineral County",50.2,97,1.4,48.8
NV-023,"Nye County",51.4,84,0.9,50.5
NV-027,"Pershing County",50.0,59,0.1,49.9
NV-029,"Storey County",50.1,87,0.7,49.4
NV-031,"Washoe County",48.4,68,0.3,48.1
NV-033,"White Pine County",45.0,55,0.1,44.9
NV-510,"Carson City",49.4,82,0.6,48.8
NH-001,"Belknap County",44.5,82,0.6,43.9
NH-003,"Carroll County",42.8,78,0.5,42.3
NH-005,"Cheshire County",45.3,103,1.4,43.9
NH-007,"Coos County",38.9,73,0.4,38.5
NH-009,"Grafton County",41.6,90,0.8,40.8
NH-011,"Hillsborough County",46.9,109,1.7,45.2
NH-013,"Merrimack County",45.2,99,1.1,44.1
NH-015,"Rockingham County",47.4,102,1.2,46.2
NH-017,"Strafford County",45.6,83,0.5,45.1
NH-019,"Sullivan County",43.6,99,1.2,42.4
NJ-001,"Atlantic County",55.9,119,3.2,52.7
NJ-003,"Bergen County",53.6,113,2.6,51
NJ-005,"Burlington County",55.8,119,2.9,52.9
NJ-007,"Camden County",56.2,119,2.9,53.3
NJ-009,"Cape May County",56.3,119,3.1,53.2
NJ-011,"Cumberland County",56.2,119,3.1,53.1
NJ-013,"Essex County",54.0,114,2.7,51.3
NJ-015,"Gloucester County",56.2,118,2.7,53.5
NJ-017,"Hudson County",55.3,112,2.6,52.7
NJ-019,"Hunterdon County",52.6,116,3.0,49.6
NJ-021,"Mercer County",54.8,117,3.0,51.8
NJ-023,"Middlesex County",54.9,118,3.0,51.9
NJ-025,"Monmouth County",55.2,119,3.2,52
NJ-027,"Morris County",51.4,113,2.5,48.9
NJ-029,"Ocean County",55.3,119,3.0,52.3
NJ-031,"Passaic County",51.4,111,2.3,49.1
NJ-033,"Salem County",56.2,116,2.7,53.5
NJ-035,"Somerset County",53.7,118,3.0,50.7
NJ-037,"Sussex County",49.6,109,2.0,47.6
NJ-039,"Union County",54.7,118,2.9,51.8
NJ-041,"Warren County",51.0,115,2.8,48.2
NM-001,"Bernalillo County",53.7,96,1.5,52.2
NM-003,"Catron County",48.8,101,1.1,47.7
NM-005,"Chaves County",61.0,123,3.2,57.8
NM-006,"Cibola County",49.0,86,0.7,48.3
NM-007,"Colfax County",47.0,73,0.4,46.6
NM-009,"Curry County",57.9,118,2.4,55.5
NM-011,"De Baca County",59.3,120,2.8,56.5
NM-013,"Dona Ana County",62.5,119,2.4,60.1
NM-015,"Eddy County",63.2,119,2.7,60.5
NM-017,"Grant County",56.8,115,1.9,54.9
NM-019,"Guadalupe County",55.8,111,1.7,54.1
NM-021,"Harding County",54.7,106,1.4,53.3
NM-023,"Hidalgo County",60.6,110,1.6,59
NM-025,"Lea County",61.2,112,1.8,59.4
NM-027,"Lincoln County",55.4,113,2.0,53.4
NM-028,"Los Alamos County",46.9,84,0.7,46.2
NM-029,"Luna County",61.5,112,1.7,59.8
NM-031,"McKinley County",49.1,89,0.8,48.3
NM-033,"Mora County",48.5,110,1.6,46.9
NM-035,"Otero County",58.5,112,2.0,56.5
NM-037,"Quay County",57.9,108,1.6,56.3
NM-039,"Rio Arriba County",45.6,98,1.0,44.6
NM-041,"Roosevelt County",58.6,114,2.2,56.4
NM-043,"Sandoval County",50.2,101,1.1,49.1
NM-045,"San Juan County",51.5,97,1.1,50.4
NM-047,"San Miguel County",53.3,103,1.5,51.8
NM-049,"Santa Fe County",49.5,92,1.0,48.5
NM-051,"Sierra County",58.6,115,2.0,56.6
NM-053,"Socorro County",54.7,108,1.7,53
NM-055,"Taos County",43.5,107,1.4,42.1
NM-057,"Torrance County",51.4,107,1.8,49.6
NM-059,"Union County",52.1,76,0.6,51.5
NM-061,"Valencia County",55.6,101,1.5,54.1
NY-001,"Albany County",47.2,91,0.8,46.4
NY-003,"Allegany County",46.0,101,1.2,44.8
NY-005,"Bronx County",55.0,109,2.4,52.6
NY-007,"Broome County",46.1,76,0.5,45.6
NY-009,"Cattaraugus County",45.9,99,1.2,44.7
NY-011,"Cayuga County",46.0,55,0.0,46
NY-013,"Chautauqua County",47.3,102,1.4,45.9
NY-015,"Chemung County",47.1,99,1.2,45.9
NY-017,"Chenango County",45.0,83,0.6,44.4
NY-019,"Clinton County",42.4,78,0.6,41.8
NY-021,"Columbia County",48.2,98,1.1,47.1
NY-023,"Cortland County",44.5,71,0.3,44.2
NY-025,"Delaware County",44.4,82,0.6,43.8
NY-027,"Dutchess County",49.8,109,2.0,47.8
NY-029,"Erie County",47.0,90,0.8,46.2
NY-031,"Essex County",40.6,61,0.2,40.4
NY-033,"Franklin County",40.8,74,0.6,40.2
NY-035,"Fulton County",44.0,75,0.3,43.7
NY-037,"Genesee County",46.4,73,0.4,46
NY-039,"Greene County",45.8,86,0.7,45.1
NY-041,"Hamilton County",40.0,67,0.3,39.7
NY-043,"Herkimer County",42.0,69,0.2,41.8
NY-045,"Jefferson County",44.1,79,0.5,43.6
NY-047,"Kings County",55.4,110,2.4,53
NY-049,"Lewis County",41.9,82,0.6,41.3
NY-051,"Livingston County",47.2,91,0.9,46.3
NY-053,"Madison County",44.8,84,0.7,44.1
NY-055,"Monroe County",47.4,77,0.5,46.9
NY-057,"Montgomery County",46.0,67,0.1,45.9
NY-059,"Nassau County",54.2,109,2.3,51.9
NY-061,"New York County",55.4,111,2.5,52.9
NY-063,"Niagara County",47.3,72,0.3,47
NY-065,"Oneida County",44.5,75,0.5,44
NY-067,"Onondaga County",46.2,79,0.5,45.7
NY-069,"Ontario County",46.7,72,0.4,46.3
NY-071,"Orange County",49.8,108,1.9,47.9
NY-073,"Orleans County",46.8,68,0.2,46.6
NY-075,"Oswego County",45.5,83,0.6,44.9
NY-077,"Otsego County",44.0,56,0.1,43.9
NY-079,"Putnam County",50.5,110,2.2,48.3
NY-081,"Queens County",54.9,109,2.2,52.7
NY-083,"Rensselaer County",47.0,100,1.3,45.7
NY-085,"Richmond County",55.6,116,2.8,52.8
NY-087,"Rockland County",52.1,111,2.4,49.7
NY-089,"St. Lawrence County",42.4,74,0.5,41.9
NY-091,"Saratoga County",45.9,94,1.0,44.9
NY-093,"Schenectady County",46.8,92,0.8,46
NY-095,"Schoharie County",44.5,58,0.0,44.5
NY-097,"Schuyler County",46.3,86,0.8,45.5
NY-099,"Seneca County",46.9,54,0.0,46.9
NY-101,"Steuben County",46.2,97,1.0,45.2
NY-103,"Suffolk County",52.6,109,2.3,50.3
NY-105,"Sullivan County",46.7,106,1.5,45.2
NY-107,"Tioga County",46.4,81,0.6,45.8
NY-109,"Tompkins County",45.7,65,0.1,45.6
NY-111,"Ulster County",47.4,101,1.4,46
NY-113,"Warren County",42.9,85,0.7,42.2
NY-115,"Washington County",45.6,98,1.1,44.5
NY-117,"Wayne County",46.4,41,-0.3,46.7
NY-119,"Westchester County",52.5,112,2.5,50
NY-121,"Wyoming County",45.6,91,0.9,44.7
NY-123,"Yates County",46.7,79,0.5,46.2
NC-001,"Alamance County",60.6,124,2.4,58.2
NC-003,"Alexander County",59.5,125,2.4,57.1
NC-005,"Alleghany County",53.7,125,2.8,50.9
NC-007,"Anson County",63.9,126,3.1,60.8
NC-009,"Ashe County",52.3,125,2.5,49.8
NC-011,"Avery County",52.3,126,3.1,49.2
NC-013,"Beaufort County",63.9,126,2.9,61
NC-015,"Bertie County",62.5,126,3.1,59.4
NC-017,"Bladen County",64.1,126,2.5,61.6
NC-019,"Brunswick County",65.1,126,2.7,62.4
NC-021,"Buncombe County",55.9,126,2.7,53.2
NC-023,"Burke County",59.4,126,2.6,56.8
NC-025,"Cabarrus County",62.0,126,2.6,59.4
NC-027,"Caldwell County",58.9,126,2.5,56.4
NC-029,"Camden County",62.4,125,3.2,59.2
NC-031,"Carteret County",65.4,126,3.1,62.3
NC-033,"Caswell County",59.9,121,2.2,57.7
NC-035,"Catawba County",60.6,126,2.7,57.9
NC-037,"Chatham County",61.7,125,2.6,59.1
NC-039,"Cherokee County",57.9,122,2.1,55.8
NC-041,"Chowan County",63.0,126,3.3,59.7
NC-043,"Clay County",56.8,126,2.7,54.1
NC-045,"Cleveland County",61.0,125,2.5,58.5
NC-047,"Columbus County",64.5,125,2.4,62.1
NC-049,"Craven County",64.4,126,3.1,61.3
NC-051,"Cumberland County",64.0,126,2.9,61.1
NC-053,"Currituck County",62.7,125,3.3,59.4
NC-055,"Dare County",64.0,126,2.9,61.1
NC-057,"Davidson County",60.6,124,2.6,58
NC-059,"Davie County",60.2,126,2.9,57.3
NC-061,"Duplin County",63.6,125,2.5,61.1
NC-063,"Durham County",60.8,124,2.5,58.3
NC-065,"Edgecombe County",62.2,125,2.7,59.5
NC-067,"Forsyth County",60.0,126,3.0,57
NC-069,"Franklin County",61.2,125,2.9,58.3
NC-071,"Gaston County",62.4,126,3.5,58.9
NC-073,"Gates County",61.8,126,2.8,59
NC-075,"Graham County",55.8,124,2.3,53.5
NC-077,"Granville County",60.3,125,2.8,57.5
NC-079,"Greene County",63.3,126,2.8,60.5
NC-081,"Guilford County",60.3,122,2.7,57.6
NC-083,"Halifax County",61.5,126,2.9,58.6
NC-085,"Harnett County",63.3,126,3.0,60.3
NC-087,"Haywood County",52.9,126,2.6,50.3
NC-089,"Henderson County",57.0,123,2.4,54.6
NC-091,"Hertford County",61.7,126,2.8,58.9
NC-093,"Hoke County",63.9,126,3.2,60.7
NC-095,"Hyde County",64.6,126,2.9,61.7
NC-097,"Iredell County",60.4,126,3.0,57.4
NC-099,"Jackson County",54.4,126,2.5,51.9
NC-101,"Johnston County",63.0,125,2.9,60.1
NC-103,"Jones County",64.1,126,3.2,60.9
NC-105,"Lee County",62.6,126,2.8,59.8
NC-107,"Lenoir County",63.7,126,2.9,60.8
NC-109,"Lincoln County",61.4,126,3.1,58.3
NC-111,"McDowell County",58.9,126,3.0,55.9
NC-113,"Macon County",55.7,126,2.7,53
NC-115,"Madison County",56.5,126,2.8,53.7
NC-117,"Martin County",62.9,126,3.1,59.8
NC-119,"Mecklenburg County",62.6,126,3.2,59.4
NC-121,"Mitchell County",53.4,126,2.8,50.6
NC-123,"Montgomery County",62.9,126,3.1,59.8
NC-125,"Moore County",63.1,126,3.2,59.9
NC-127,"Nash County",61.6,126,2.8,58.8
NC-129,"New Hanover County",65.4,126,3.0,62.4
NC-131,"Northampton County",61.3,126,2.8,58.5
NC-133,"Onslow County",64.8,126,3.2,61.6
NC-135,"Orange County",60.4,124,2.5,57.9
NC-137,"Pamlico County",64.7,125,2.8,61.9
NC-139,"Pasquotank County",62.6,125,3.3,59.3
NC-141,"Pender County",64.6,126,2.9,61.7
NC-143,"Perquimans County",62.8,125,3.3,59.5
NC-145,"Person County",59.6,125,2.5,57.1
NC-147,"Pitt County",63.3,126,2.9,60.4
NC-149,"Polk County",60.5,121,2.2,58.3
NC-151,"Randolph County",61.2,122,2.5,58.7
NC-153,"Richmond County",64.0,125,3.3,60.7
NC-155,"Robeson County",64.6,126,2.9,61.7
NC-157,"Rockingham County",59.9,125,2.5,57.4
NC-159,"Rowan County",60.9,126,2.6,58.3
NC-161,"Rutherford County",60.8,123,2.5,58.3
NC-163,"Sampson County",63.5,125,2.5,61
NC-165,"Scotland County",64.5,126,3.5,61
NC-167,"Stanly County",62.8,126,2.8,60
NC-169,"Stokes County",59.5,126,3.1,56.4
NC-171,"Surry County",58.5,126,3.1,55.4
NC-173,"Swain County",53.8,124,2.2,51.6
NC-175,"Transylvania County",56.1,126,2.8,53.3
NC-177,"Tyrrell County",63.8,125,3.1,60.7
NC-179,"Union County",63.1,126,3.0,60.1
NC-181,"Vance County",60.6,126,3.0,57.6
NC-183,"Wake County",61.9,126,2.7,59.2
NC-185,"Warren County",60.9,125,3.1,57.8
NC-187,"Washington County",63.4,126,3.2,60.2
NC-189,"Watauga County",52.7,126,2.8,49.9
NC-191,"Wayne County",63.4,126,2.9,60.5
NC-193,"Wilkes County",58.6,126,2.9,55.7
NC-195,"Wilson County",62.6,126,2.7,59.9
NC-197,"Yadkin County",59.6,126,3.1,56.5
NC-199,"Yancey County",53.2,126,2.8,50.4
ND-001,"Adams County",39.2,18,-2.3,41.5
ND-003,"Barnes County",38.0,21,-1.7,39.7
ND-005,"Benson County",36.7,30,-1.2,37.9
ND-007,"Billings County",39.7,22,-1.8,41.5
ND-009,"Bottineau County",36.6,33,-1.2,37.8
ND-011,"Bowman County",39.9,19,-2.1,42
ND-013,"Burke County",36.3,31,-1.4,37.7
ND-015,"Burleigh County",38.5,23,-1.7,40.2
ND-017,"Cass County",38.7,21,-1.8,40.5
ND-019,"Cavalier County",35.5,42,-0.7,36.2
ND-021,"Dickey County",38.7,9,-2.4,41.1
ND-023,"Divide County",37.1,39,-0.8,37.9
ND-025,"Dunn County",39.2,24,-1.6,40.8
ND-027,"Eddy County",36.9,23,-1.7,38.6
ND-029,"Emmons County",38.8,10,-2.6,41.4
ND-031,"Foster County",37.0,17,-2.0,39
ND-033,"Golden Valley County",39.7,17,-2.3,42
ND-035,"Grand Forks County",37.3,22,-1.7,39
ND-037,"Grant County",39.1,13,-2.4,41.5
ND-039,"Griggs County",36.8,19,-1.8,38.6
ND-041,"Hettinger County",38.9,19,-2.2,41.1
ND-043,"Kidder County",37.5,20,-2.0,39.5
ND-045,"LaMoure County",38.5,15,-2.1,40.6
ND-047,"Logan County",37.7,14,-2.3,40
ND-049,"McHenry County",37.6,28,-1.5,39.1
ND-051,"McIntosh County",37.5,7,-3.0,40.5
ND-053,"McKenzie County",39.3,28,-1.4,40.7
ND-055,"McLean County",38.5,23,-1.6,40.1
ND-057,"Mercer County",39.0,20,-1.9,40.9
ND-059,"Morton County",39.0,16,-2.1,41.1
ND-061,"Mountrail County",37.4,27,-1.5,38.9
ND-063,"Nelson County",36.3,26,-1.5,37.8
ND-065,"Oliver County",38.6,14,-2.4,41
ND-067,"Pembina County",37.2,55,-0.3,37.5
ND-069,"Pierce County",36.6,36,-1.1,37.7
ND-071,"Ramsey County",36.3,27,-1.3,37.6
ND-073,"Ransom County",38.8,13,-2.2,41
ND-075,"Renville County",37.3,32,-1.4,38.7
ND-077,"Richland County",39.7,22,-1.8,41.5
ND-079,"Rolette County",35.7,47,-0.5,36.2
ND-081,"Sargent County",38.8,11,-2.6,41.4
ND-083,"Sheridan County",38.0,34,-1.2,39.2
ND-085,"Sioux County",39.4,8,-2.6,42
ND-087,"Slope County",39.9,19,-2.1,42
ND-089,"Stark County",39.2,20,-2.0,41.2
ND-091,"Steele County",36.5,8,-2.5,39
ND-093,"Stutsman County",37.7,19,-1.9,39.6
ND-095,"Towner County",36.0,50,-0.4,36.4
ND-097,"Traill County",37.6,8,-2.4,40
ND-099,"Walsh County",37.0,37,-0.9,37.9
ND-101,"Ward County",37.8,28,-1.5,39.3
ND-103,"Wells County",36.9,20,-1.8,38.7
ND-105,"Williams County",38.3,36,-0.9,39.2
OH-001,"Adams County",54.8,116,2.0,52.8
OH-003,"Allen County",51.7,104,1.6,50.1
OH-005,"Ashland County",50.8,114,2.2,48.6
OH-007,"Ashtabula County",49.8,113,2.3,47.5
OH-009,"Athens County",54.0,117,2.1,51.9
OH-011,"Auglaize County",51.4,101,1.3,50.1
OH-013,"Belmont County",52.3,109,1.7,50.6
OH-015,"Brown County",54.3,114,1.9,52.4
OH-017,"Butler County",53.9,105,1.6,52.3
OH-019,"Carroll County",51.6,118,2.4,49.2
OH-021,"Champaign County",51.6,100,1.4,50.2
OH-023,"Clark County",52.5,107,1.7,50.8
OH-025,"Clermont County",54.9,116,2.1,52.8
OH-027,"Clinton County",53.4,112,2.0,51.4
OH-029,"Columbiana County",50.8,109,1.9,48.9
OH-031,"Coshocton County",52.1,113,2.1,50
OH-033,"Crawford County",51.2,118,2.2,49
OH-035,"Cuyahoga County",51.7,116,2.5,49.2
OH-037,"Darke County",52.0,111,1.7,50.3
OH-039,"Defiance County",50.1,88,0.8,49.3
OH-041,"Delaware County",52.6,110,1.8,50.8
OH-043,"Erie County",51.5,103,1.4,50.1
OH-045,"Fairfield County",53.5,119,2.2,51.3
OH-047,"Fayette County",53.1,110,2.0,51.1
OH-049,"Franklin County",53.7,115,2.0,51.7
OH-051,"Fulton County",50.4,102,1.6,48.8
OH-053,"Gallia County",55.1,113,1.7,53.4
OH-055,"Geauga County",49.8,115,2.5,47.3
OH-057,"Greene County",53.3,109,1.9,51.4
OH-059,"Guernsey County",52.3,108,1.6,50.7
OH-061,"Hamilton County",55.2,116,2.0,53.2
OH-063,"Hancock County",52.1,116,2.3,49.8
OH-065,"Hardin County",52.2,118,2.5,49.7
OH-067,"Harrison County",52.0,116,2.1,49.9
OH-069,"Henry County",51.1,102,1.6,49.5
OH-071,"Highland County",53.6,109,2.0,51.6
OH-073,"Hocking County",53.5,119,2.1,51.4
OH-075,"Holmes County",51.3,114,2.1,49.2
OH-077,"Huron County",50.8,106,1.5,49.3
OH-079,"Jackson County",54.5,117,2.1,52.4
OH-081,"Jefferson County",52.1,112,1.8,50.3
OH-083,"Knox County",51.1,109,1.8,49.3
OH-085,"Lake County",51.1,118,2.7,48.4
OH-087,"Lawrence County",56.1,121,2.5,53.6
OH-089,"Licking County",52.3,115,1.9,50.4
OH-091,"Logan County",51.4,105,1.7,49.7
OH-093,"Lorain County",51.4,107,1.7,49.7
OH-095,"Lucas County",52.0,113,2.3,49.7
OH-097,"Madison County",52.8,112,1.9,50.9
OH-099,"Mahoning County",50.4,114,2.3,48.1
OH-101,"Marion County",52.2,117,2.2,50
OH-103,"Medina County",51.4,116,2.3,49.1
OH-105,"Meigs County",54.4,109,1.5,52.9
OH-107,"Mercer County",51.1,97,1.2,49.9
OH-109,"Miami County",53.1,117,2.2,50.9
OH-111,"Monroe County",53.1,116,1.8,51.3
OH-113,"Montgomery County",53.7,112,2.1,51.6
OH-115,"Morgan County",53.6,117,2.1,51.5
OH-117,"Morrow County",51.0,109,1.8,49.2
OH-119,"Muskingum County",53.0,119,2.2,50.8
OH-121,"Noble County",53.1,114,1.9,51.2
OH-123,"Ottawa County",51.7,106,1.6,50.1
OH-125,"Paulding County",50.4,86,0.7,49.7
OH-127,"Perry County",52.9,117,2.1,50.8
OH-129,"Pickaway County",54.5,120,2.4,52.1
OH-131,"Pike County",54.7,119,2.3,52.4
OH-133,"Portage County",50.9,120,3.0,47.9
OH-135,"Preble County",52.3,105,1.5,50.8
OH-137,"Putnam County",51.4,100,1.5,49.9
OH-139,"Richland County",50.7,118,2.4,48.3
OH-141,"Ross County",54.5,118,2.3,52.2
OH-143,"Sandusky County",51.4,100,1.3,50.1
OH-145,"Scioto County",55.4,120,2.4,53
OH-147,"Seneca County",51.2,105,1.6,49.6
OH-149,"Shelby County",51.6,103,1.5,50.1
OH-151,"Stark County",52.0,120,3.2,48.8
OH-153,"Summit County",52.2,121,3.2,49
OH-155,"Trumbull County",50.2,114,2.5,47.7
OH-157,"Tuscarawas County",52.1,117,2.3,49.8
OH-159,"Union County",52.3,110,1.8,50.5
OH-161,"Van Wert County",50.8,93,0.9,49.9
OH-163,"Vinton County",53.9,116,2.0,51.9
OH-165,"Warren County",54.1,108,1.9,52.2
OH-167,"Washington County",54.6,119,2.4,52.2
OH-169,"Wayne County",51.2,115,2.2,49
OH-171,"Williams County",49.3,93,0.9,48.4
OH-173,"Wood County",51.9,110,2.0,49.9
OH-175,"Wyandot County",52.3,118,2.5,49.8
OK-001,"Adair County",58.9,75,0.3,58.6
OK-003,"Alfalfa County",58.1,68,0.1,58
OK-005,"Atoka County",62.3,83,0.4,61.9
OK-007,"Beaver County",56.7,63,-0.1,56.8
OK-009,"Beckham County",60.0,84,0.7,59.3
OK-011,"Blaine County",59.3,77,0.3,59
OK-013,"Bryan County",63.2,89,0.5,62.7
OK-015,"Caddo County",60.4,83,0.5,59.9
OK-017,"Canadian County",60.0,82,0.6,59.4
OK-019,"Carter County",62.1,50,-0.4,62.5
OK-021,"Cherokee County",59.3,58,-0.2,59.5
OK-023,"Choctaw County",62.9,91,0.7,62.2
OK-025,"Cimarron County",54.1,41,-0.5,54.6
OK-027,"Cleveland County",60.6,68,0.0,60.6
OK-029,"Coal County",62.0,74,0.2,61.8
OK-031,"Comanche County",61.6,79,0.3,61.3
OK-033,"Cotton County",62.7,77,0.3,62.4
OK-035,"Craig County",58.1,42,-0.5,58.6
